NUANO,NUVOLUME,NUTRAMITE,FLTIPOPROCESSO,CDTIPOPARECER,CDMOTIVOTRAMI,FLPARECERASSINADO,FLTRAMIASSINADA,FLULTIMO,FLSITUACAO,FLSIGILOSO,FLPERMITERECUSA,FLBLOQUEIATRAMI,CDORGAOORIGEM,CDORGAOTRAMI
2013,1,12,F,4,,,,S,A,N,S,0,633,2008
2013,0,3,L,,,,,,,N,S,0,1537,1539
2013,0,4,L,,,,,,,N,S,0,2014,2002
2013,0,3,L,,,,,,,N,S,0,1537,1788
2013,1,7,F,4,,,,S,A,N,S,0,1537,51
2013,1,6,F,4,,,,S,A,N,S,0,,50
2013,0,6,L,,,,,,,N,S,0,1,1986
2013,0,11,L,,,,,,,N,S,0,1,2002
2013,0,4,L,,,,,,,N,S,0,1,748
2013,1,13,F,4,,,,S,Q,N,S,0,2018,10
2013,1,8,F,4,,,,S,A,N,S,0,50,2008
2011,2,31,F,4,,,,S,A,N,S,0,51,5901
2013,1,15,F,4,,,,S,Q,N,S,0,2,93
2013,0,2,C,,,,,,,N,S,0,1537,1558
2007,2,14,F,,,,,S,E,N,S,0,633,2002
2013,1,8,F,4,,,,S,A,N,S,0,7,7
2013,1,295,F,4,,,,N,Q,N,S,0,51,5901
2013,1,4,F,4,2,,,S,A,N,S,0,,50
2013,1,126,F,,,,,N,E,N,S,0,633,2002
2013,1,3,F,4,,,,S,A,N,S,0,1539,1
2013,1,6,F,4,,,,S,A,N,S,0,7,7
2013,1,9,F,4,,,,S,Q,N,S,0,1537,1996
2013,1,18,F,4,,,,S,Q,N,S,0,27,50
2013,0,4,L,,,,,,,N,S,0,7,6029
2013,0,4,C,,,,,,,N,S,0,1,230
2012,2,567,F,,,,,N,R,N,S,0,92,2002
2013,0,5,L,,,,,,,N,S,0,5931,1
2013,0,10,L,,,,,,,N,S,0,7,51
2013,0,7,L,4,,,,,,N,S,0,7,50
2013,0,5,L,,,,,,,N,S,0,2129,1788
2013,1,4,F,4,,,,S,A,N,S,0,27,2008
2013,0,2,L,,,,,,,N,S,0,1539,1881
2013,0,4,L,,,,,,,N,S,0,7,1537
2013,1,45,F,4,,,,S,Q,N,S,0,1537,1996
2013,0,3,C,,,,,,,N,S,0,213,35
2013,1,6,F,4,,,,S,A,N,S,0,27,50
2013,0,3,C,,,,,,,N,S,0,1539,1875
2013,0,5,C,,,,,,,N,S,0,1539,1875
2013,1,25,F,4,,,,S,Q,N,S,0,6211,2002
2013,0,1,L,4,,,,,,N,,0,,2004
2013,1,18,F,4,,,,S,A,N,S,0,2,93
2013,0,4,L,,,,,,,N,S,0,2008,93
2013,1,3,F,4,,,,S,A,N,S,0,7,1576
2013,0,6,L,,,,,,,N,S,0,7,498
2013,1,1,F,4,,,,S,A,N,,0,,2006
2011,1,22,F,4,,,,S,A,N,S,0,10,2002
2013,1,3,F,4,,,,S,A,N,S,0,7,434
2013,1,12,F,,,,,S,E,N,S,0,27,50
2013,0,7,L,,,,,,,N,S,0,1,51
2013,2,374,F,,,,,N,R,N,S,0,633,2002
2013,0,10,C,,,,,,,N,S,0,7,524
2013,1,10,F,,,,,S,E,N,S,0,7,1788
2013,1,13,F,4,,,,S,A,N,S,0,7,50
2013,0,3,L,,,,,,,N,S,0,32,1
2013,0,208,L,,,,,,,N,S,0,51,5901
2012,3,569,F,,,,,N,R,N,S,0,92,2002
2013,1,4,F,4,,,,S,A,N,S,0,7,309
2006,2,499,F,4,,,,N,A,N,S,0,633,2002
2012,1,101,F,4,,,,N,Q,N,S,0,633,2002
2013,0,3,L,,,,,,,N,S,0,7,33
2013,1,11,F,,,,,S,E,N,S,0,2014,6211
2013,0,4,C,,,,,,,N,S,0,7,3
2013,0,3,L,,,,,,,N,S,0,33,7
2013,1,4,F,4,,,,S,A,N,S,0,1,1537
2013,0,2,L,1,2,,,,,N,S,0,,51
2013,1,4,F,,,,,S,E,N,S,0,27,633
2013,0,2,L,1,2,,,,,N,S,0,,2008
2013,0,3,L,,,,,,,N,S,0,2,92
2013,1,19,F,4,,,,S,A,N,S,0,2002,2002
2013,0,7,C,,,,,,,N,S,0,6029,7
2013,1,4,F,,,,,S,E,N,S,0,7,1444
2013,1,2,F,,,,,S,E,N,S,0,53,633
2013,1,17,F,,,,,S,E,N,S,0,2008,2004
2013,0,5,L,,,,,,,N,S,0,2002,5901
2013,0,4,C,,,,,,,N,S,0,1,35
2013,1,12,F,4,,,,S,A,N,S,0,51,5901
2013,1,146,F,4,,,,N,A,N,S,0,633,2002
2013,1,4,F,4,,,,S,Q,N,S,0,2018,10
2013,0,16,L,,,,,,,N,S,0,2002,2002
2013,0,19,C,,,,,,,N,S,0,51,2002
2013,0,2,L,,,,,,,N,S,0,2008,1006
2013,0,62,L,,,,,,,N,S,0,633,2002
2013,1,4,F,,,,,S,Q,N,S,0,7,7
2013,1,6,F,4,,,,S,A,N,S,0,1558,1
2013,1,11,F,,,,,S,E,N,S,0,1537,2002
2013,1,2,F,4,,,,S,A,N,S,0,7,280
2013,1,5,F,,,,,S,E,N,S,0,633,50
2013,1,6,F,4,,,,S,Q,N,S,0,2,93
2013,0,3,L,1,2,,,,,N,S,0,,2008
2014,1,1,F,,,,,S,E,N,,0,,1006
2014,1,6,F,4,,,,S,A,N,S,0,2,93
2014,0,3,L,,,,,,,N,S,0,1,1
2013,1,179,F,,,,,S,R,N,S,0,6027,2002
2014,1,2,F,,,,,S,E,N,S,0,7,1596
2014,1,2,F,4,,,,S,A,N,S,0,7,92
2013,2,129,F,,,,,S,R,N,S,0,51,5901
2013,0,17,L,,,,,,,N,S,0,7,27
2013,0,3,L,,,,,,,N,S,0,35,7
2013,1,2,F,4,,,,S,A,N,S,0,7,1515
2014,0,2,L,,,,,,,N,S,0,1,51
2013,1,6,F,4,,,,S,A,N,S,0,633,93
2013,1,4,F,4,,,,S,A,N,S,0,1,33
2013,1,6,F,4,,,,S,A,N,S,0,50,2006
2013,1,23,F,4,,,,S,Q,N,S,0,2004,2006
2013,1,7,F,,,,,S,E,N,S,0,633,50
2014,1,2,F,4,2,,,S,A,N,S,0,,27
2013,1,5,F,4,,,,S,A,N,S,0,53,7
2014,0,2,L,,,,,,,N,S,0,2008,2002
2013,0,2,L,,,,,,,N,S,0,2008,777
2013,1,11,F,4,,,,S,A,N,S,0,7,1
2013,0,3,L,,,,,,,N,S,0,1,1539
2014,0,3,L,,,,,,,N,S,0,27,7
2014,1,4,F,4,,,,S,A,N,S,0,7,50
2014,0,3,L,,,,,,,N,S,0,1835,7
2014,1,10,F,4,,,,S,A,N,S,0,53,93
2013,0,2,C,,,,,,,N,S,0,7,283
2014,0,6,L,,,,,,,N,S,0,1987,1986
2014,0,3,L,,,,,,,N,S,0,1537,1996
2013,1,4,F,4,,,,S,A,N,S,0,1537,51
2013,0,2,L,,,,,,,N,S,0,1,32
2013,1,137,F,4,,,,N,Q,N,S,0,633,2002
2013,0,6,L,,,,,,,N,S,0,775,1996
2014,0,2,C,,,,,,,N,S,0,1,2
2014,0,2,L,1,3,,,,,N,S,0,,7
2014,0,2,L,,,,,,,N,S,0,1,255
2013,1,15,F,4,,,,S,A,N,S,0,27,50
2013,1,9,F,4,,,,S,Q,N,S,0,27,50
2013,1,6,F,4,,,,S,A,N,S,0,317,990
2013,0,19,L,,,,,,,N,S,0,2004,2006
2013,1,7,F,,,,,S,E,N,S,0,1537,2002
2013,1,5,F,4,,,,S,A,N,S,0,1996,53
2013,0,3,C,,,,,,,N,S,0,7,4048
2013,0,4,L,,,,,,,N,S,0,2002,1539
2014,1,87,F,,,,,S,R,N,S,0,7,6211
2014,1,4,F,4,,,,S,A,N,S,0,1793,50
2014,1,2,F,4,,,,S,A,N,S,0,50,7
2014,0,3,C,,,,,,,N,S,0,7,5307
2013,1,11,F,4,,,,S,A,N,S,0,7,7
2013,0,8,L,,,,,,,N,S,0,1986,10
2013,0,3,L,,,,,,,N,S,0,92,1791
2014,1,9,F,,,,,S,E,N,S,0,27,50
2014,0,3,L,,,,,,,N,S,0,7,1786
2013,0,7,L,,,,,,,N,S,0,7,1788
2014,0,2,C,,,,,,,N,S,0,7,268
2013,0,4,L,,,,,,,N,S,0,1,51
2013,0,8,L,,,,,,,N,S,0,27,7
2013,0,3,L,,,,,,,N,S,0,59,7
2013,1,15,F,4,,,,S,Q,N,S,0,51,5901
2013,1,4,F,,,,,S,E,N,S,0,1,237
2014,0,2,L,1,2,,,,,N,S,0,,7
2014,0,2,L,,,,,,,N,S,0,1,432
2012,1,7,F,,,,,S,R,N,S,0,2008,2004
2013,1,11,F,4,,,,S,Q,N,S,0,1996,93
2013,1,11,F,4,,,,S,Q,N,S,0,51,93
2013,0,5,L,,,,,,,N,S,0,1,2002
2014,1,6,F,4,,,,S,A,N,S,0,633,93
2013,1,7,F,4,,,,S,Q,N,S,0,92,93
2013,0,2,C,,,,,,,N,S,0,7,3
2013,0,3,L,,,,,,,N,S,0,1788,1537
2013,1,6,F,,,,,S,E,N,S,0,7,50
2010,2,173,F,4,,,,N,A,N,S,0,633,2002
2014,1,5,F,4,,,,S,A,N,S,0,50,2006
2014,0,5,L,,,,,,,N,S,0,2008,2004
2013,1,15,F,4,,,,S,A,N,S,0,1996,93
2013,0,4,L,,,,,,,N,S,0,5902,51
2008,1,182,F,4,,,,N,Q,N,S,0,51,2002
2012,1,12,F,4,,,,S,A,N,S,0,92,93
2013,1,8,F,,,,,S,A,N,S,0,633,2002
2013,1,4,F,4,,,,S,A,N,S,0,1986,83
2013,0,4,C,,,,,,,N,S,0,7,283
2014,1,1,F,4,,,,S,A,N,,0,,10
2013,0,3,L,,,,,,,N,S,0,7,777
2010,8,1207,F,4,,,,N,Q,N,S,0,1788,2002
2013,0,58,L,,,,,,,N,S,0,51,5901
2012,1,8,F,4,,,,S,Q,N,S,0,1986,7
2013,1,6,F,4,,,,S,Q,N,S,0,50,7
2013,0,41,L,,,,,,,N,S,0,633,2002
2013,0,5,L,,,,,,,N,S,0,7,33
2013,0,3,C,,,,,,,N,S,0,7,5221
2013,0,4,L,,,,,,,N,S,0,2018,7
2014,1,4,F,4,,,,S,A,N,S,0,7,7
2013,1,16,F,,,,,S,R,N,S,0,7,10
2013,2,243,F,4,,,,N,A,N,S,0,633,2002
2013,1,5,F,4,,,,S,A,N,S,0,1537,1788
2014,1,5,F,,,,,S,E,N,S,0,27,2008
2013,0,5,L,,,,,,,N,S,0,7,777
2011,1,42,F,4,,,,S,A,N,S,0,1537,1996
2013,1,12,F,4,2,,,S,A,N,S,0,,7
2013,0,2,C,,,,,,,N,S,0,1,1802
2013,1,15,F,4,,,,S,Q,N,S,0,633,1791
2013,1,17,F,4,,,,S,Q,N,S,0,2,93
2013,0,9,L,,,,,,,N,S,0,7,62
2014,1,8,F,4,,,,S,A,N,S,0,93,51
2014,1,35,F,,,,,S,E,N,S,0,51,2002
2014,1,3,F,,,,,S,E,N,S,0,1,1562
2014,0,1,L,,,,,,,N,,0,,35
2014,0,3,L,,,,,,,N,S,0,1996,50
2014,1,13,F,4,,,,S,A,N,S,0,633,1791
2014,1,31,F,4,,,,S,Q,N,S,0,51,5901
2014,1,3,F,4,,,,S,A,N,S,0,93,92
2014,1,1,F,,,,,S,A,N,,0,,1
2014,0,2,C,,,,,,,N,S,0,7,1537
2014,0,3,L,,,,,,,N,S,0,1835,1788
2014,1,9,F,,,,,S,A,N,S,0,633,2002
2014,1,2,F,4,,,,S,A,N,S,0,1,1
2014,0,2,L,,,,,,,N,S,0,50,10
2014,0,2,L,,,,,,,N,S,0,10,2018
2014,1,16,F,4,,,,S,A,N,S,0,633,1791
2014,0,3,L,,,,,,,N,S,0,1539,1881
2014,0,6,L,,,,,,,N,S,0,7,1786
2014,0,7,L,,,,,,,N,S,0,51,93
2014,1,33,F,,,,,S,E,N,S,0,51,2002
2014,0,4,C,,,,,,,N,S,0,782,227
2014,1,7,F,4,,,,S,Q,N,S,0,51,2002
2014,0,4,L,,,,,,,N,S,0,1986,1
2014,1,12,F,,,,,S,R,N,S,0,1537,6029
2014,1,2,F,4,,,,S,R,N,S,0,7,10
2014,1,10,F,4,,,,S,Q,N,S,0,1537,2002
2014,0,4,L,,,,,,,N,S,0,51,2002
2014,5,21,F,4,,,,N,A,N,S,0,1539,7
2014,1,10,F,4,,,,S,A,N,S,0,1006,93
2014,1,24,F,,,,,S,E,N,S,0,51,2002
2014,1,16,F,4,,,,S,Q,N,S,0,633,1791
2014,0,5,L,,,,,,,N,S,0,92,2
2014,1,4,F,4,,,,S,Q,N,S,0,5901,93
2014,1,8,F,4,,,,S,A,N,S,0,2006,10
2014,0,8,L,,,,,,,N,S,0,51,2002
2014,0,4,L,,,,,,,N,S,0,1,1978
2014,0,3,L,,,,,,,N,S,0,1771,5976
2014,0,3,L,,,,,,,N,S,0,1,1875
2014,1,3,F,4,,,,S,A,N,S,0,633,2002
2013,1,105,F,4,,,,N,Q,N,S,0,633,2002
2014,0,4,C,,,,,,,N,S,0,1,33
2014,1,22,F,4,,,,S,A,N,S,0,1006,5901
2014,0,4,L,,,,,,,N,S,0,201,50
2014,1,18,F,4,,,,S,A,N,S,0,633,1791
2014,0,11,L,,,,,,,N,S,0,1,2002
2014,0,3,L,,,,,,,N,S,0,2,1
2014,0,5,L,,,,,,,N,S,0,1786,93
2014,1,2,F,,,,,S,E,N,S,0,1,230
2014,0,20,L,,,,,,,N,S,0,51,2002
2014,0,7,L,,,,,,,N,S,0,2008,50
2014,1,12,F,4,,,,S,A,N,S,0,2,93
2014,0,2,L,,,,,,,N,S,0,7,62
2014,0,3,C,,,,,,,N,S,0,1582,7
2014,1,24,F,4,,,,N,A,N,S,0,1539,7
2014,0,10,L,,,,,,,N,S,0,1539,1
2014,0,5,L,,,,,,,N,S,0,2008,50
2014,0,9,L,,,,,,,N,S,0,2002,5901
2014,0,6,L,,,,,,,N,S,0,2,93
2014,0,2,C,,,,,,,N,S,0,7,387
2014,0,2,C,,,,,,,N,S,0,7,349
2014,0,4,L,,,,,,,N,S,0,1986,7
2014,0,3,C,,,,,,,N,S,0,7,1
2014,1,76,F,,,,,N,R,N,S,0,51,5901
2014,0,4,L,,,,,,,N,S,0,2018,1006
2014,0,2,C,,,,,,,N,S,0,1537,124
2014,0,2,L,,,,,,,N,S,0,35,253
2014,1,18,F,,,,,S,E,N,S,0,633,51
2013,2,102,F,4,,,,S,A,N,S,0,633,2002
2014,0,2,C,,,,,,,N,S,0,1,229
2014,1,2,F,4,,,,S,Q,N,S,0,1,1
2012,2,117,F,4,,,,S,Q,N,S,0,633,2002
2014,0,58,L,,,,,,,N,S,0,633,2002
2014,0,2,C,,,,,,,N,S,0,7,411
2014,1,5,F,4,,,,S,Q,N,S,0,1537,7
2014,1,11,F,4,,,,S,A,N,S,0,51,7
2014,0,3,C,,,,,,,N,S,0,1,2
2014,0,3,L,,,,,,,N,S,0,1537,62
2014,0,13,L,,,,,,,N,S,0,51,2002
2014,1,99,F,4,,,,N,Q,N,S,0,51,5901
2014,0,3,L,,,,,,,N,S,0,7,1006
2014,0,3,L,,,,,,,N,S,0,1006,5901
2014,0,4,L,,,,,,,N,S,0,7,201
2014,1,11,F,4,,,,S,A,N,S,0,33,2002
2014,1,4,F,4,,,,S,A,N,S,0,27,93
2014,0,5,C,,,,,,,N,S,0,991,326
2014,1,2,F,4,,,,S,A,N,S,0,7,442
2014,1,152,F,4,,,,N,Q,N,S,0,5901,2002
2014,1,20,F,4,,,,S,Q,N,S,0,27,10
2014,1,42,F,4,,,,S,A,N,S,0,633,51
2014,0,4,L,,,,,,,N,S,0,608,7
2013,1,10,F,4,,,,S,A,N,S,0,1537,2002
2013,1,5,F,,,,,S,E,N,S,0,1537,1788
2014,1,9,F,,,,,S,E,N,S,0,2002,1788
2011,1,265,F,,,,,N,R,N,S,0,51,2002
2014,1,2,F,4,,,,S,Q,N,S,0,7,7
2014,0,6,L,,,,,,,N,S,0,2006,50
2018,1,10,F,4,,,,S,A,N,S,0,92,93
2014,0,3,L,,,,,,,N,S,0,7,10
2014,1,9,F,4,,,,S,Q,N,S,0,2,5901
2014,1,9,F,4,,,,S,A,N,S,0,51,1006
2014,0,3,L,,,,,,,N,S,0,61,1
2014,0,2,L,,,,,,,N,S,0,10,775
2014,0,9,L,,,,,,,N,S,0,2012,201
2014,0,33,L,,,,,,,N,S,0,51,5901
2014,1,5,F,,,,,S,E,N,S,0,633,50
2014,0,5,L,,,,,,,N,S,0,10,53
2014,0,5,L,,,,,,,N,S,0,1537,27
2014,0,2,L,,,,,,,N,S,0,35,393
2014,0,10,L,,,,,,,N,S,0,51,633
2014,1,1,F,4,,,,S,A,N,,0,,201
2014,1,3,F,,,,,S,E,N,S,0,2,1
2014,2,109,F,4,,,,S,A,N,S,0,633,2002
2014,1,4,F,4,,,,S,A,N,S,0,51,53
2014,0,2,L,,,,,,,N,S,0,10,27
2014,0,2,L,1,3,,,,,N,S,0,7,83
2014,0,3,L,,,,,,,N,S,0,32,7
2014,0,5,L,,,,,,,N,S,0,52,7
2014,0,3,L,,,,,,,N,S,0,10,3
2014,0,17,L,,,,,,,N,S,0,2,5901
2014,0,4,C,,,,,,,N,S,0,1,219
2014,0,113,L,,,,,,,N,S,0,51,5901
2014,1,10,F,,,,,S,R,N,S,0,2006,10
2014,1,4,F,,,,,S,Q,N,S,0,778,2002
2014,0,3,L,,,,,,,N,S,0,7,52
2014,1,19,F,4,,,,S,A,N,S,0,51,5901
2014,0,16,L,,,,,,,N,S,0,50,201
2014,1,2,F,,,,,S,E,N,S,0,1,498
2015,0,12,L,,,,,,,N,S,0,201,2012
2014,0,2,L,,,,,,,N,S,0,10,1537
2014,1,43,F,,,,,S,A,N,S,0,2002,5901
2014,0,2,L,,,,,,,N,S,0,201,27
2014,2,130,F,4,,,,S,A,N,S,0,2002,5901
2014,1,5,F,4,,,,S,A,N,S,0,463,7
2014,0,4,L,,,,,,,N,S,0,201,7
2014,1,4,F,4,,,,S,Q,N,S,0,633,93
2014,1,3,F,4,,,,S,A,N,S,0,1537,2008
2014,0,5,L,,,,,,,N,S,0,2014,7
2014,1,8,F,4,,,,S,A,N,S,0,633,1996
2014,0,20,L,,,,,,,N,S,0,201,50
2010,10,1199,F,4,,,,N,Q,N,S,0,1788,2002
2014,0,69,L,,,,,,,N,S,0,633,2002
2018,1,6,F,,,,,S,E,N,S,0,50,10
2014,0,21,L,,,,,,,N,S,0,2012,201
2014,1,10,F,4,,,,S,Q,N,S,0,2,93
2012,5,591,F,,,,,S,E,N,S,0,51,2002
2014,0,12,L,,,,,,,N,S,0,2002,83
2014,1,14,F,4,,,,S,A,N,S,0,2,93
2014,0,11,L,,,,,,,N,S,0,51,2002
2014,0,162,L,,,,,,,N,S,0,51,5901
2014,0,5,C,,,,,,,N,S,0,7,50
2015,1,7,F,,,,,S,E,N,S,0,,201
2018,1,4,F,,,,,S,E,N,S,0,2004,2012
2018,1,11,F,,,,,S,E,N,S,0,6029,7
2014,1,9,F,4,,,,S,Q,N,S,0,50,2006
2014,3,90,F,,,,,N,E,N,S,0,1996,5902
2014,0,3,L,,,,,,,N,S,0,1791,7
2014,1,17,F,,,,,S,A,N,S,0,633,2002
2014,1,4,F,4,,,,S,A,N,S,0,1875,93
2014,1,3,F,4,,,,S,A,N,S,0,,1006
2014,1,21,F,4,,,,S,Q,N,S,0,633,2002
2017,1,8,F,,,,,S,E,N,S,0,2012,201
2014,0,5,L,,,,,,,N,S,0,51,51
2014,0,8,L,,,,,,,N,S,0,201,2004
2014,1,20,F,4,,,,S,Q,N,S,0,2,93
2012,4,145,F,4,,,,S,A,N,S,0,633,2002
2014,0,4,L,,,,,,,N,S,0,7,1539
2014,0,4,L,,,,,,,N,S,0,1,748
2014,0,127,L,,,,,,,N,S,0,2002,633
2013,1,108,F,4,,,,N,Q,N,S,0,633,2002
2014,0,2,L,,,,,,,N,S,0,10,201
2017,1,4,F,,,,,S,E,N,S,0,2008,2004
2014,2,476,F,4,,,,N,A,N,S,0,51,5901
2014,0,2,L,,,,,,,N,S,0,10,2016
2014,1,21,F,4,,,,S,A,N,S,0,92,93
2014,1,11,F,4,,,,S,Q,N,S,0,51,2002
2014,1,20,F,4,,,,S,A,N,S,0,633,1791
2014,0,3,L,,,,,,,N,S,0,50,1
2014,1,8,F,,,,,S,E,N,S,0,27,50
2014,0,3,L,,,,,,,N,S,0,1978,1
2017,0,3,L,,,,,,,N,S,0,1537,7
2014,0,2,C,,,,,,,N,S,0,7,435
2014,0,50,L,,,,,,,N,S,0,633,51
2014,1,2,F,4,,,,S,A,N,S,0,1,1537
2014,1,9,F,,,,,S,E,N,S,0,633,50
2014,1,4,F,4,,,,S,A,N,S,0,2018,10
2015,0,2,C,,,,,,,N,S,0,7,1044
2014,0,10,L,,,,,,,N,S,0,1537,2002
2015,0,2,L,,,,,,,N,S,0,2008,5901
2014,0,11,L,,,,,,,N,S,0,92,93
2015,0,2,L,1,2,,,,,N,S,0,,7
2015,0,2,L,,,,,,,N,S,0,51,163
2015,0,11,L,,,,,,,N,S,0,2,93
2011,1,391,F,4,,,,N,Q,N,S,0,633,2002
2015,1,4,F,,,,,S,E,N,S,0,7,50
2015,1,91,F,4,,,,N,Q,N,S,0,51,5901
2012,4,568,F,,,,,N,R,N,S,0,92,2002
2014,0,3,L,,,,,,,N,S,0,90,1649
2015,0,3,L,,,,,,,N,S,0,1537,51
2015,0,21,L,,,,,,,N,S,0,92,93
2015,0,6,L,,,,,,,N,S,0,2014,2002
2012,3,472,F,4,,,,N,Q,N,S,0,633,2002
2015,1,2,F,4,,,,S,A,N,S,0,1,7
2015,1,13,F,4,,,,S,A,N,S,0,27,10
2014,0,2,L,,,,,,,N,S,0,201,5912
2014,0,2,C,,,,,,,N,S,0,7,136
2015,1,7,F,4,,,,S,A,N,S,0,633,1996
2015,0,2,L,,,,,,,N,S,0,1,1875
2015,1,16,F,4,,,,S,Q,N,S,0,633,2002
2014,1,3,F,,,,,S,E,N,S,0,1006,1996
2015,1,181,F,4,,,,N,A,N,S,0,51,5901
2014,0,2,L,,,,,,,N,S,0,35,421
2015,1,8,F,4,,,,S,A,N,S,0,2,5901
2015,0,12,L,,,,,,,N,S,0,51,5901
2015,1,11,F,4,,,,S,A,N,S,0,51,5901
2015,0,5,L,,,,,,,N,S,0,1,27
2014,0,5,L,,,,,,,N,S,0,7,1986
2015,0,11,L,,,,,,,N,S,0,10,10
2015,0,2,L,,,,,,,N,S,0,1,10
2015,0,2,L,,,,,,,N,S,0,1,1017
2015,0,3,C,,,,,,,N,S,0,1875,1
2015,0,1,C,,,,,,,N,,0,,1996
2015,1,2,F,,,,,S,E,N,S,0,1,163
2015,1,7,F,,,,,S,E,N,S,0,633,50
2015,0,3,L,,,,,,,N,S,0,51,7
2015,1,3,F,,,,,S,E,N,S,0,7,50
2014,0,131,L,,,,,,,N,S,0,6027,51
2014,1,2,F,4,,,,S,A,N,S,0,2018,92
2014,1,5,F,4,,,,S,A,N,S,0,10,2018
2014,0,4,L,,,,,,,N,S,0,93,6029
2014,1,4,F,,,,,S,E,N,S,0,1006,51
2014,0,13,L,,,,,,,N,S,0,1996,93
2014,1,13,F,4,,,,S,A,N,S,0,1996,93
2015,0,2,L,,,,,,,N,S,0,7,5976
2015,0,122,L,,,,,,,N,S,0,51,2002
2014,2,224,F,4,,,,N,Q,N,S,0,51,5901
2015,0,59,L,,,,,,,N,S,0,92,2002
2010,2,61,F,4,,,,S,Q,N,S,0,633,2002
2015,1,4,F,,,,,S,E,N,S,0,50,1875
2014,0,19,L,,,,,,,N,S,0,608,2002
2014,1,18,F,4,,,,S,A,N,S,0,27,10
2015,0,3,L,,,,,,,N,S,0,1,32
2015,0,1,C,,,,,,,N,,0,,10
2014,1,24,F,4,,,,S,Q,N,S,0,633,2002
2014,0,3,L,,,,,,,N,S,0,50,83
2014,0,6,L,,,,,,,N,S,0,7,1
2015,0,2,L,,,,,,,N,S,0,7,2014
2015,1,2,F,4,,,,S,A,N,S,0,2018,10
2014,1,4,F,,,,,S,E,N,S,0,7,1625
2014,0,37,L,,,,,,,N,S,0,1537,6027
2015,0,1,L,,,,,,,N,,0,,2012
2014,0,2,L,,,,,,,N,S,0,1,163
2015,1,11,F,4,,,,S,Q,N,S,0,1006,93
2014,0,28,L,,,,,,,N,S,0,2,5901
2014,0,26,L,,,,,,,N,S,0,2,5901
2015,1,9,F,4,,,,S,A,N,S,0,92,93
2014,0,18,L,,,,,,,,S,0,5895,51
2014,0,5,L,,,,,,,N,S,0,778,50
2015,0,3,L,,,,,,,N,S,0,2,1
2015,0,80,L,,,,,,,N,S,0,51,5901
2013,1,7,F,,,,,S,E,N,S,0,2008,2004
2015,1,1,F,,,,,S,E,N,,0,,2008
2015,0,1,C,,,,,,,N,,0,,2018
2015,1,10,F,4,,,,S,Q,N,S,0,7,608
2015,1,5,F,4,,,,S,A,N,S,0,51,10
2015,1,10,F,,,,,S,E,N,S,0,633,50
2015,0,11,L,,,,,,,N,S,0,5901,93
2015,1,30,F,4,,,,S,A,N,S,0,51,5901
2015,1,5,F,4,,,,S,A,N,S,0,2,1
2014,1,5,F,4,,,,S,A,N,S,0,7,434
2015,0,2,L,,,,,,,N,S,0,1,748
2015,0,2,L,,,,,,,N,S,0,1,59
2015,1,5,F,4,,,,S,Q,N,S,0,608,608
2015,1,6,F,,,,,S,Q,N,S,0,1,7
2015,1,7,F,,,,,S,E,N,S,0,7,50
2015,1,14,F,,,,,S,E,N,S,0,50,10
2014,0,32,L,,,,,,,N,S,0,1996,93
2015,1,11,F,4,,,,S,A,N,S,0,5901,1006
2015,0,21,G,,,,,,,N,S,0,27,50
2015,1,10,F,4,,,,S,A,N,S,0,2,1996
2015,0,11,L,,,,,,,N,S,0,1788,7
2015,1,2,F,,,,,S,E,N,S,0,10,1786
2014,1,6,F,4,,,,S,A,N,S,0,1539,7
2014,0,13,L,,,,,,,N,S,0,2127,1788
2014,1,5,F,4,,,,S,A,N,S,0,53,93
2015,1,5,F,4,,,,S,A,N,S,0,1537,1996
2015,1,2,F,4,,,,S,A,N,S,0,1,1
2014,1,21,F,4,,,,S,A,N,S,0,1,2002
2015,0,24,L,,,,,,,N,S,0,92,93
2014,0,8,L,,,,,,,N,S,0,1537,2002
2015,1,142,F,4,,,,N,Q,N,S,0,633,2002
2015,1,4,F,4,,,,S,A,N,S,0,1,7
2014,1,4,F,4,,,,S,A,N,S,0,7,2006
2012,6,545,F,,,,,N,E,N,S,0,2002,51
2015,0,8,L,,,,,,,N,S,0,6027,10
2015,1,4,F,,,,,S,E,N,S,0,1,1875
2015,0,32,L,,,,,,,N,S,0,2002,5901
2015,0,1,L,,,,,,,N,,0,,778
2014,0,7,L,,,,,,,N,S,0,27,7
2014,0,24,L,,,,,,,N,S,0,633,2002
2015,1,12,F,4,,,,S,Q,N,S,0,633,1791
2014,1,12,F,,,,,S,E,N,S,0,1,51
2015,1,4,F,4,,,,S,A,,S,0,1006,51
2015,0,3,C,,,,,,,N,S,0,7,5287
2015,0,5,L,,,,,,,N,S,0,201,2004
2014,2,10,F,4,,,,S,A,N,S,0,53,1996
2014,1,8,F,4,,,,S,A,N,S,0,7,1
2014,0,5,L,,,,,,,,S,0,51,1006
2015,0,14,L,,,,,,,N,S,0,2,5901
2015,0,15,L,,,,,,,N,S,0,2,1006
2015,0,7,G,,,,,,,N,S,0,7,50
2014,1,5,F,4,,,,S,A,N,S,0,51,2002
2015,0,12,L,,,,,,,N,S,0,1,50
2014,2,63,F,4,,,,S,Q,N,S,0,633,51
2012,9,1515,F,,,,,N,R,N,S,0,2,2002
2015,0,5,L,,,,,,,N,S,0,6029,50
2015,0,2,C,,,,,,,N,S,0,7,1625
