NUANO,NUVOLUME,NUTRAMITE,FLTIPOPROCESSO,CDTIPOPARECER,CDMOTIVOTRAMI,FLPARECERASSINADO,FLTRAMIASSINADA,FLULTIMO,FLSITUACAO,FLSIGILOSO,FLPERMITERECUSA,FLBLOQUEIATRAMI,CDORGAOORIGEM,CDORGAOTRAMI
2016,0,4,L,,,,,,,N,S,0,7,10
2016,1,9,F,,,,,S,E,N,S,0,2008,2004
2016,0,5,L,,,,,,,N,S,0,27,93
2016,1,11,F,4,,,,S,A,N,S,0,2,93
2015,0,4,L,,,,,,,N,S,0,1996,93
2016,1,9,F,,,,,S,E,N,S,0,2012,2004
2016,0,10,L,,,,,,,N,S,0,2,5901
2016,0,2,C,,,,,,,N,S,0,7,230
2016,0,18,L,,,,,,,N,S,0,2012,201
2016,1,11,F,4,,,,S,A,N,S,0,633,50
2016,0,2,C,,,,,,,N,S,0,7,229
2013,1,28,F,4,,,,S,Q,N,S,0,27,50
2015,1,13,F,4,,,,S,A,N,S,0,5901,1006
2016,1,8,F,4,,,,S,Q,N,S,0,2,5901
2016,0,4,L,,,,,,,N,S,0,83,1537
2014,2,186,F,,,,,S,R,N,S,0,92,2002
2016,0,7,L,,,,,,,N,S,0,2,5901
2016,0,2,C,,,,,,,N,S,0,7,4048
2014,2,246,F,,,,,N,R,N,S,0,51,2002
2016,1,3,F,4,,,,S,A,N,S,0,53,10
2016,0,2,L,,,,,,,N,S,0,7,1537
2016,1,13,F,,,,,S,E,N,S,0,7,50
2016,0,7,L,,,,,,,N,S,0,51,1006
2016,1,9,F,4,,,,S,Q,N,S,0,6029,7
2016,0,3,L,,,,,,,N,S,0,7,6029
2016,0,2,C,,,,,,,N,S,0,7,1537
2013,3,346,F,4,,,,S,Q,N,S,0,633,2002
2016,0,8,L,,,,,,,N,S,0,7,1788
2016,0,3,L,,,,,,,N,S,0,53,93
2016,1,2,F,4,,,,S,A,N,S,0,7,1539
2016,1,7,F,,,,,S,E,N,S,0,7,1996
2016,1,8,F,4,,,,S,A,N,S,0,633,1791
2016,1,4,F,,,,,S,A,N,S,0,7,608
2016,1,5,F,4,,,,S,A,N,S,0,50,2006
2015,1,14,F,,,,,S,E,N,S,0,53,1537
2015,1,34,F,,,,,S,R,N,S,0,2002,1788
2015,0,4,L,,,,,,,N,S,0,2014,2014
2016,0,12,L,,,,,,,N,S,0,2,93
2015,0,3,L,,,,,,,N,S,0,1,35
2016,1,7,F,4,,,,S,A,N,S,0,27,50
2016,0,5,L,,,,,,,N,S,0,1987,84
2016,0,28,L,,,,,,,N,S,0,2,2002
2016,0,4,L,,,,,,,N,S,0,7,61
2016,1,6,F,,,,,S,A,N,S,0,1539,7
2015,0,13,L,,,,,,,N,S,0,1,1996
2016,1,118,F,,,,,N,E,N,S,0,51,5901
2016,0,33,L,,,,,,,N,S,0,2002,5901
2016,0,34,L,,,,,,,N,S,0,51,1996
2015,1,12,F,4,,,,S,Q,N,S,0,633,2002
2015,1,16,F,4,,,,S,Q,N,S,0,5901,93
2016,0,6,L,,,,,,,N,S,0,27,201
2016,1,8,F,,,,,S,R,N,S,0,1537,2012
2016,1,13,F,4,,,,S,A,N,S,0,27,50
2016,1,2,F,4,,,,S,A,N,S,0,7,230
2016,0,2,L,,,,,,,N,S,0,2,2006
2015,1,18,F,4,,,,S,Q,N,S,0,2,5901
2016,1,9,F,4,,,,S,Q,N,S,0,5901,93
2016,1,48,F,4,,,,S,A,N,S,0,51,5901
2016,0,2,L,,,,,,,N,S,0,201,27
2015,2,395,F,,,,,N,R,N,S,0,6027,2002
2016,0,5,L,,,,,,,N,S,0,2008,93
2013,1,47,F,,,,,N,R,N,S,0,1788,2002
2016,0,3,L,,,,,,,N,S,0,83,1256
2016,0,8,L,,,,,,,N,S,0,1537,7
2016,0,9,L,,,,,,,N,S,0,2012,201
2015,1,12,F,4,,,,S,A,N,S,0,27,10
2015,0,2,L,,,,,,,N,S,0,51,53
2016,1,6,F,4,,,,S,Q,N,S,0,93,93
2016,1,2,F,4,,,,S,A,N,S,0,7,454
2015,2,53,F,4,,,,S,Q,N,S,0,633,51
2015,0,4,C,,,,,,,N,S,0,7,5961
2016,0,20,L,,,,,,,N,S,0,51,93
2015,1,66,F,,,,,S,R,N,S,0,5901,2002
2016,1,2,F,4,,,,S,A,N,S,0,,608
2016,0,66,L,,,,,,,N,S,0,6027,243
2016,1,14,F,4,,,,S,A,N,S,0,50,2006
2016,0,13,L,,,,,,,N,S,0,51,2002
2016,1,8,F,,,,,S,E,N,S,0,2012,2004
2016,0,6,L,,,,,,,N,S,0,2006,50
2016,0,25,L,,,,,,,N,S,0,51,5901
2016,1,31,F,4,,,,S,A,N,S,0,2,5901
2015,1,14,F,4,,,,S,A,N,S,0,1537,1996
2016,1,3,F,4,,,,S,A,N,S,0,602,7
2016,1,6,F,4,,,,S,A,N,S,0,6029,7
2016,0,16,L,,,,,,,N,S,0,2,93
2016,1,98,F,4,,,,N,Q,N,S,0,633,2002
2014,2,172,F,4,,,,S,Q,N,S,0,1539,2002
2016,0,8,L,,,,,,,N,S,0,7,50
2016,1,7,F,4,,,,S,A,N,S,0,608,1996
2016,0,4,L,,,,,,,N,S,0,32,1
2014,2,129,F,4,,,,S,Q,N,S,0,51,2002
2016,0,4,L,,,,,,,N,S,0,1986,7
2016,1,11,F,4,,,,S,A,N,S,0,53,27
2016,0,4,L,,,,,,,N,S,0,1,1539
2016,1,18,F,,,,,S,E,N,S,0,51,2002
2016,0,36,L,,,,,,,N,S,0,1788,2002
2016,0,13,L,,,,,,,N,S,0,201,2004
2015,1,11,F,4,,,,S,A,N,S,0,33,2002
2016,1,121,F,,,,,S,Q,N,S,0,5901,2002
2016,0,2,L,,,,,,,N,S,0,7,5984
2016,0,8,L,,,,,,,N,S,0,27,201
2016,0,3,L,,,,,,,N,S,0,5946,7
2015,1,7,F,,,,,S,Q,N,S,0,7,50
2016,0,13,L,,,,,,,N,S,0,2008,2004
2015,1,7,F,4,,,,S,A,N,S,0,,7
2016,1,19,F,,,,,S,R,N,S,0,608,2002
2015,0,5,L,,,,,,,N,S,0,7,51
2016,0,3,L,,,,,,,N,S,0,602,7
2016,0,3,L,,,,,,,N,S,0,201,7
2016,0,2,C,,,,,,,N,S,0,7,425
2016,1,1,F,,,,,S,E,N,,0,,51
2016,1,5,F,4,,,,S,A,N,S,0,1539,7
2016,1,6,F,,,,,S,R,N,S,0,6029,3
2015,0,2,C,,,,,,,N,S,0,7,470
2015,1,10,F,,,,,S,E,N,S,0,7,608
2016,0,7,L,,,,,,,N,S,0,608,608
2015,0,3,L,,,,,,,N,S,0,435,230
2016,0,4,L,,,,,,,N,S,0,7,1537
2015,1,4,F,4,,,,S,A,N,S,0,7,1786
2015,1,10,F,,,,,S,E,N,S,0,2,5901
2015,1,12,F,4,,,,S,Q,N,S,0,1996,93
2016,0,1,L,,,,,,,N,,0,,27
2016,0,5,L,,,,,,,N,S,0,7,1006
2016,0,4,L,,,,,,,N,S,0,1537,1017
2016,1,5,F,,,,,S,E,N,S,0,7,5221
2016,0,3,L,,,,,,,N,S,0,1537,1017
2016,0,11,L,,,,,,,N,S,0,1,1996
2016,1,4,F,4,,,,S,A,N,S,0,7,2014
2016,0,36,L,,,,,,,N,S,0,51,5901
2016,1,3,F,,,,,S,E,N,S,0,2008,2004
2016,0,3,L,,,,,,,N,S,0,1786,1844
2016,1,10,F,4,,,,S,Q,N,S,0,51,93
2016,1,14,F,,,,,S,E,N,S,0,2012,2004
2016,0,5,L,,,,,,,N,S,0,50,1537
2016,0,5,L,,,,,,,N,S,0,1537,2012
2016,1,20,F,4,,,,S,A,N,S,0,2,93
2016,0,6,L,,,,,,,N,S,0,7,83
2015,4,342,F,,,,,N,E,N,S,0,7,2002
2016,0,15,L,,,,,,,N,S,0,2012,201
2016,0,5,L,,,,,,,N,S,0,84,608
2016,0,5,L,,,,,,,N,S,0,5893,93
2016,0,2,C,,,,,,,N,S,0,7,1
2016,0,9,L,,,,,,,N,S,0,1986,608
2016,0,6,L,,,,,,,N,S,0,51,2002
2016,0,3,L,,,,,,,N,S,0,1,1986
2016,1,10,F,,,,,S,A,N,S,0,633,51
2016,1,7,F,4,,,,S,A,N,S,0,27,10
2016,1,6,F,4,,,,S,Q,N,S,0,7,50
2016,1,7,F,4,,,,S,Q,N,S,0,1537,2002
2016,1,6,F,4,,,,S,A,N,S,0,2,608
2016,1,7,F,,,,,S,R,N,S,0,1537,608
2016,0,29,L,,,,,,,N,S,0,1788,2002
2016,0,14,L,,,,,,,N,S,0,2002,5901
2016,1,13,F,4,,,,S,A,N,S,0,2002,5901
2016,1,40,F,4,,,,N,Q,N,S,0,633,2002
2016,1,9,F,4,,,,S,Q,N,S,0,776,93
2016,1,5,F,4,,,,S,A,N,S,0,7,27
2016,0,4,L,,,,,,,N,S,0,1537,6062
2016,0,4,L,,,,,,,N,S,0,51,5901
2016,1,6,F,4,,,,S,A,N,S,0,,7
2016,1,5,F,4,,,,S,Q,N,S,0,2004,50
2016,0,5,L,,,,,,,N,S,0,1,51
2016,0,6,L,,,,,,,N,S,0,50,2006
2016,1,3,F,4,,,,S,Q,N,S,0,2018,10
2016,0,61,L,,,,,,,N,S,0,92,2002
2016,0,4,L,,,,,,,N,S,0,608,62
2016,0,6,L,,,,,,,N,S,0,1,2002
2016,1,10,F,,,,,S,E,N,S,0,608,7
2016,0,3,L,,,,,,,N,S,0,7,1786
2016,0,5,L,,,,,,,N,S,0,6029,92
2016,0,7,G,,,,,,,N,S,0,27,50
2016,1,7,F,4,,,,S,Q,N,S,0,1,1996
2016,1,4,F,4,,,,S,A,,S,0,1006,5895
2013,4,446,F,4,,,,S,A,N,S,0,51,5901
2016,0,19,L,,,,,,,N,S,0,2,93
2016,0,63,L,,,,,,,N,S,0,92,2002
2016,1,12,F,4,,,,S,A,N,S,0,2002,5901
2016,0,4,L,,,,,,,N,S,0,2018,53
2016,0,2,L,,,,,,,N,S,0,60,1709
2016,0,57,L,,,,,,,N,S,0,5901,2002
2015,1,12,F,,,,,S,Q,N,S,0,51,2002
2016,0,15,L,,,,,,,N,S,0,1537,2012
2016,1,4,D,,,,,S,E,N,S,0,6101,6264
2016,0,4,L,,,,,,,N,S,0,1537,6029
2016,1,6,F,4,,,,S,A,N,S,0,7,1006
2016,1,5,F,,,,,S,E,N,S,0,1788,2127
2014,1,6,F,4,,,,S,A,N,S,0,1537,51
2016,1,11,F,4,,,,S,Q,N,S,0,27,7
2016,1,3,F,,,,,S,E,N,S,0,7,50
2016,0,3,L,,,,,,,N,S,0,608,60
2016,1,21,F,,,,,S,E,N,S,0,6027,2002
2016,1,3,F,,,,,S,E,N,S,0,1537,1
2016,0,14,L,,,,,,,N,S,0,33,7
2016,1,21,F,4,,,,S,Q,N,S,0,7,51
2016,1,1,F,4,,,,S,Q,N,,0,,60
2016,1,10,F,4,,,,S,A,N,S,0,608,2002
2016,0,10,L,,,,,,,N,S,0,1537,2012
2016,0,3,L,,,,,,,N,S,0,1537,1
2015,2,70,F,4,,,,S,A,N,S,0,1537,1996
2016,1,4,F,4,,,,S,A,N,S,0,7,33
2016,0,2,L,,,,,,,N,S,0,2008,7
2016,0,23,L,,,,,,,N,S,0,2012,201
2016,1,15,F,4,,,,S,A,,S,0,1537,51
2016,0,4,C,,,,,,,N,S,0,7,1
2016,1,10,F,4,,,,S,Q,N,S,0,7,10
2016,1,8,F,4,,,,S,A,N,S,0,27,10
2015,1,42,F,4,,,,S,A,N,S,0,2,5901
2016,1,11,F,4,,,,S,A,N,S,0,608,1996
2016,0,4,L,,,,,,,N,S,0,1,2002
2015,2,66,F,4,,,,S,A,N,S,0,633,51
2016,0,2,L,,,,,,,N,S,0,10,93
2016,1,15,F,,,,,S,E,N,S,0,602,51
2016,0,5,L,,,,,,,N,S,0,51,1006
2015,2,19,F,,,,,S,E,N,S,0,1,608
2015,2,105,F,,,,,N,E,N,S,0,633,51
2016,1,7,F,,,,,S,E,N,S,0,50,7
2016,0,5,L,,,,,,,N,S,0,53,50
2015,2,75,F,,,,,N,E,N,S,0,1788,2002
2016,1,4,F,,,,,S,E,N,S,0,7,1788
2016,0,59,L,,,,,,,N,S,0,51,5901
2016,1,8,F,4,,,,S,Q,N,S,0,27,50
2016,1,6,F,4,,,,S,A,N,S,0,7,608
2016,0,8,L,,,,,,,N,S,0,1986,7
2016,0,4,L,,,,,,,N,S,0,1537,50
2016,1,7,F,4,,,,S,A,N,S,0,,608
2016,1,9,D,4,,,,S,A,N,S,0,633,10
2016,0,3,L,,,,,,,N,S,0,1006,2128
2016,0,9,L,,,,,,,N,S,0,92,93
2012,3,191,F,4,,,,S,Q,N,S,0,2,2002
2016,0,5,G,,,,,,,N,S,0,5976,7
2016,1,2,F,4,,,,S,A,N,S,0,7,1006
2016,1,5,F,,,,,S,E,N,S,0,53,7
2014,1,15,F,,,,,S,E,N,S,0,201,2012
2016,1,10,F,4,,,,S,A,N,S,0,7,50
2016,2,358,F,,,,,N,E,N,S,0,51,2002
2016,0,7,G,,,,,,,N,S,0,5976,7
2016,1,2,F,4,,,,S,A,N,S,0,,2006
2016,0,8,L,,,,,,,N,S,0,93,53
2016,1,21,F,,,,,S,R,N,S,0,2012,201
2016,1,18,F,,,,,S,A,N,S,0,1996,93
2016,0,4,L,,,,,,,N,S,0,608,2
2016,0,4,L,,,,,,,N,S,0,1537,62
2016,0,19,L,,,,,,,N,S,0,2012,201
2016,1,8,F,4,,,,S,A,N,S,0,1,1537
2016,1,18,F,,,,,S,E,N,S,0,201,2004
2016,1,11,F,4,,,,S,A,N,S,0,27,53
2016,0,40,L,,,,,,,N,S,0,633,51
2015,2,79,F,4,,,,S,A,N,S,0,51,5901
2016,1,8,F,4,,,,S,A,N,S,0,633,10
2016,0,4,L,,,,,,,N,S,0,51,10
2016,1,24,F,,,,,S,E,N,S,0,27,10
2016,0,11,L,,,,,,,N,S,0,7,50
2014,1,15,F,,,,,S,R,N,S,0,1537,2012
2015,1,10,F,,,,,S,R,N,S,0,2012,201
2016,1,8,F,4,,,,S,A,N,S,0,92,93
2016,1,13,F,,,,,S,E,N,S,0,2012,201
2016,1,8,F,4,,,,S,Q,N,S,0,608,7
2016,1,2,F,,,,,S,E,N,S,0,7,6029
2016,1,10,F,4,,,,S,Q,N,S,0,6029,7
2016,1,56,F,,,,,S,R,N,S,0,5901,633
2016,0,5,L,,,,,,,N,S,0,1537,1539
2016,0,3,L,,,,,,,N,S,0,1537,1996
2016,1,3,F,4,,,,S,A,N,S,0,1835,51
2016,0,20,L,,,,,,,N,S,0,1537,1996
2016,1,5,F,,,,,S,E,N,S,0,51,2002
2016,0,5,L,,,,,,,N,S,0,1537,1006
2015,6,377,F,,,,,N,E,N,S,0,5901,2002
2016,1,47,F,,,,,N,E,N,S,0,51,2002
2016,1,42,F,,,,,N,R,N,S,0,602,2002
2016,0,4,L,,,,,,,N,S,0,608,10
2016,1,9,F,,,,,S,R,N,S,0,27,10
2016,0,3,L,,,,,,,N,S,0,2014,2002
2016,0,55,L,,,,,,,N,S,0,92,2002
2016,0,10,L,,,,,,,N,S,0,27,201
2016,0,7,L,,,,,,,N,S,0,1835,1006
2016,0,3,L,,,,,,,N,S,0,633,50
2016,0,8,L,,,,,,,N,S,0,2014,6211
2017,0,9,L,,,,,,,N,S,0,7,50
2016,1,11,F,,,,,S,E,N,S,0,633,50
2016,0,5,L,,,,,,,N,S,0,7,201
2016,0,10,L,,,,,,,N,S,0,1793,623
2015,1,15,F,4,,,,S,Q,N,S,0,201,2004
2016,1,17,F,,,,,S,E,N,S,0,27,2012
2016,0,6,L,,,,,,,N,S,0,1987,84
2016,0,2,L,1,2,,,,,N,S,0,,7
2016,1,22,F,4,,,,N,A,N,S,0,1996,93
2016,0,4,L,,,,,,,N,S,0,10,92
2016,1,5,F,4,,,,S,A,N,S,0,1,7
2016,0,25,L,,,,,,,N,S,0,2,5901
2016,1,11,F,4,,,,S,A,N,S,0,7,2002
2016,0,7,L,,,,,,,N,S,0,32,7
2016,0,51,L,,,,,,,N,S,0,5901,2002
2016,0,4,L,,,,,,,,S,0,10,51
2016,1,19,F,4,,,,S,A,N,S,0,1996,93
2016,1,13,F,,,,,S,E,N,S,0,1,2002
2016,0,58,L,,,,,,,N,S,0,51,5901
2014,1,24,F,4,,,,S,R,N,S,0,27,201
2016,1,81,F,4,,,,N,Q,N,S,0,633,2002
2016,0,13,L,,,,,,,N,S,0,2,1006
2016,0,7,L,,,,,,,N,S,0,51,784
2016,1,9,F,,,,,S,E,N,S,0,7,1791
2016,0,157,L,,,,,,,N,S,0,5901,2002
2012,2,2418,F,,,,,N,R,N,S,0,633,2002
2016,1,12,F,4,,,,S,R,N,S,0,50,201
2016,0,5,L,,,,,,,N,S,0,7,2
2015,2,244,F,,,,,N,R,N,S,0,5901,2002
2017,0,2,L,,,,,,,N,S,0,7,201
2015,2,54,F,,,,,S,E,N,S,0,5901,2002
2011,3,152,F,4,,,,S,A,N,S,0,633,2002
2017,0,2,L,,,,,,,N,S,0,201,2006
2016,1,15,F,4,,,,S,A,N,S,0,27,10
2016,1,17,F,4,,,,S,Q,N,S,0,1786,1537
2017,0,5,G,,,,,,,N,S,0,2012,201
2017,0,3,L,,,,,,,N,S,0,51,1835
2017,0,5,L,,,,,,,N,S,0,1537,1006
2017,0,16,L,,,,,,,N,S,0,2,93
2017,1,6,F,4,,,,S,R,N,S,0,50,2006
2017,1,4,F,,,,,S,E,N,S,0,7,498
2017,0,15,L,,,,,,,N,S,0,1537,2002
2017,1,8,F,4,,,,S,Q,N,S,0,92,93
2017,0,3,L,,,,,,,N,S,0,2012,201
2017,0,4,L,,,,,,,N,S,0,7,27
2017,1,1,F,4,,,,S,R,N,,0,,7
2017,0,3,L,,,,,,,N,S,0,2008,7
2017,0,2,C,,,,,,,N,S,0,7,1537
2016,0,8,L,,,,,,,N,S,0,6029,50
2017,0,2,L,,,,,,,N,S,0,50,1793
2016,1,56,F,4,,,,N,Q,N,S,0,1537,1996
2017,0,4,L,,,,,,,N,S,0,6029,92
2016,0,6,L,,,,,,,N,S,0,1986,7
2016,1,5,F,,,,,S,E,N,S,0,7,6211
2016,1,8,F,4,,,,S,A,N,S,0,1793,50
2016,1,10,F,,,,,S,E,N,S,0,27,2012
2017,1,8,F,,,,,S,A,N,S,0,633,51
2017,1,4,F,4,,,,S,A,N,S,0,608,7
2017,1,10,F,4,,,,S,Q,N,S,0,5901,93
2017,1,6,F,,,,,S,E,N,S,0,7,7
2017,0,3,L,,,,,,,N,S,0,1537,6062
2017,0,2,L,,,,,,,N,S,0,2,93
2017,0,6,L,,,,,,,N,S,0,6029,50
2017,0,10,L,,,,,,,N,S,0,1006,93
2016,1,86,F,4,,,,N,Q,N,S,0,51,5901
2017,1,4,F,4,,,,S,R,N,S,0,50,2006
2016,0,2,L,,,,,,,N,S,0,2004,50
2017,0,4,L,,,,,,,N,S,0,59,608
2015,3,243,F,,,,,N,R,N,S,0,5901,2002
2016,0,3,L,,,,,,,N,S,0,2014,7
2016,0,8,L,,,,,,,N,S,0,201,2004
2017,1,6,F,4,,,,S,A,N,S,0,633,1791
2016,1,12,F,,,,,S,E,N,S,0,7,6027
2016,1,6,F,4,,,,S,A,N,S,0,7,748
2017,0,9,L,,,,,,,N,S,0,27,201
2013,3,186,F,,,,,S,R,N,S,0,633,2002
2017,0,25,L,,,,,,,N,S,0,5901,2002
2016,0,14,L,,,,,,,N,S,0,1996,93
2017,1,14,F,,,,,S,A,N,S,0,2,5901
2017,0,4,L,,,,,,,N,S,0,27,7
2016,1,5,F,,,,,S,E,N,S,0,1006,1835
2017,0,3,L,,,,,,,N,S,0,1876,1996
2017,0,6,L,,,,,,,N,S,0,633,93
2016,0,5,L,,,,,,,N,S,0,1006,1835
2016,0,7,L,,,,,,,N,S,0,33,7
2017,0,4,L,,,,,,,N,S,0,608,61
2017,0,3,L,,,,,,,N,S,0,53,92
2017,1,20,F,,,,,S,Q,N,S,0,633,51
2017,0,3,L,,,,,,,N,S,0,7,1876
2017,1,9,F,4,,,,S,Q,N,S,0,7,608
2017,1,10,F,4,,,,S,A,N,S,0,27,50
2017,1,10,F,,,,,S,E,N,S,0,2012,2004
2016,1,9,F,4,,,,S,A,N,S,0,7,1791
2017,0,3,L,,,,,,,N,S,0,83,776
2016,0,4,L,,,,,,,N,S,0,201,2006
2016,0,111,L,,,,,,,N,S,0,1537,6027
2016,1,10,F,4,,,,S,A,N,S,0,2006,50
2016,0,7,L,,,,,,,N,S,0,51,2002
2016,1,6,F,4,,,,S,A,N,S,0,1537,50
2016,1,5,F,,,,,S,E,N,S,0,1537,1996
2017,0,2,L,,,,,,,N,S,0,50,27
2016,0,3,L,,,,,,,,S,0,51,2002
2016,1,4,F,4,,,,S,R,N,S,0,50,2006
2017,0,3,L,,,,,,,N,S,0,1791,778
2016,1,7,F,,,,,S,E,N,S,0,7,1791
2017,0,5,L,,,,,,,N,S,0,6029,1006
2016,0,12,L,,,,,,,N,S,0,633,5901
2017,1,5,F,4,,,,S,A,N,S,0,633,50
2017,0,9,L,,,,,,,N,S,0,2012,201
2017,1,7,F,4,,,,S,A,N,S,0,7,1791
2017,0,3,L,,,,,,,N,S,0,83,7
2017,0,4,L,,,,,,,N,S,0,1537,608
2017,1,8,F,4,,,,S,A,N,S,0,1,2002
2016,0,3,C,,,,,,,N,S,0,608,5287
2017,0,6,G,,,,,,,N,S,0,2012,201
2016,1,12,F,4,,,,S,A,N,S,0,7,50
2017,0,3,L,,,,,,,N,S,0,5893,92
2017,0,3,L,,,,,,,N,S,0,7,1006
2016,1,12,F,4,,,,S,A,N,S,0,7,51
2016,0,12,L,,,,,,,N,S,0,1537,1
2017,1,9,F,4,,,,S,A,N,S,0,608,1996
2017,1,42,F,4,,,,S,A,N,S,0,633,2002
2016,1,6,F,4,,,,S,Q,N,S,0,633,50
2015,2,34,F,,,,,S,E,N,S,0,1788,2002
2017,1,5,F,4,,,,S,Q,N,S,0,7,608
2017,1,10,F,4,,,,S,Q,N,S,0,2018,10
2016,0,4,L,,,,,,,N,S,0,10,5893
2017,0,47,L,,,,,,,N,S,0,5901,2002
2017,1,116,F,4,,,,N,Q,N,S,0,633,2002
2017,0,3,L,,,,,,,N,S,0,51,7
2017,1,20,F,4,,,,S,Q,N,S,0,5901,93
2016,1,7,F,,,,,S,E,N,S,0,2,5901
2016,1,18,F,,,,,S,E,N,S,0,2,5901
2017,1,7,F,,,,,S,E,N,S,0,2004,50
2017,1,7,F,4,,,,S,A,N,S,0,7,1537
2017,1,3,F,4,,,,S,Q,N,S,0,7,7
2017,0,11,L,,,,,,,N,S,0,2012,201
2017,0,28,L,,,,,,,N,S,0,2,5901
2016,0,18,L,,,,,,,N,S,0,1996,93
2017,0,4,L,,,,,,,N,S,0,51,5931
2016,0,5,L,,,,,,,N,S,0,53,1537
2017,0,3,L,,,,,,,N,S,0,608,61
2016,0,4,L,,,,,,,N,S,0,777,7
2016,1,15,F,4,,,,S,A,N,S,0,6027,2002
2017,0,3,L,,,,,,,N,S,0,7,778
2016,0,2,L,,,,,,,N,S,0,7,87
2015,8,399,F,,,,,N,E,N,S,0,6027,243
2016,0,4,L,,,,,,,,S,0,1848,51
2017,0,38,L,,,,,,,N,S,0,51,5901
2017,1,6,F,,,,,S,E,N,S,0,633,51
2016,0,8,L,,,,,,,N,S,0,776,51
2016,0,16,L,,,,,,,N,S,0,92,93
2017,2,13,F,4,,,,S,A,N,S,0,633,1996
2017,0,15,L,,,,,,,N,S,0,5901,2002
2017,1,10,F,4,,,,S,Q,N,S,0,2,93
2017,0,5,C,,,,,,,N,S,0,1539,7
2017,1,5,F,4,,,,S,A,N,S,0,,7
2016,1,10,F,4,,,,S,A,N,S,0,608,7
2016,1,13,F,4,,,,S,Q,N,S,0,7,608
2016,1,15,F,4,,,,S,Q,N,S,0,5901,93
2017,0,5,L,,,,,,,N,S,0,10,2018
2016,1,4,F,,,,,S,E,N,S,0,1006,2002
2017,0,2,L,,,,,,,,S,0,2,51
2017,0,2,L,,,,,,,N,S,0,7,35
2017,0,8,L,,,,,,,N,S,0,3,7
2017,1,61,F,4,,,,S,Q,N,S,0,7,2002
2017,1,11,F,,,,,S,A,N,S,0,6027,2002
2017,0,2,L,,,,,,,N,S,0,10,92
2017,0,4,L,,,,,,,N,S,0,7,60
2017,0,2,L,,,,,,,N,S,0,7,778
2017,0,2,L,,,,,,,N,S,0,2006,7
2017,0,15,L,,,,,,,N,S,0,201,2004
2017,0,4,L,,,,,,,N,S,0,1537,7
2017,0,4,L,,,,,,,N,S,0,51,5895
2017,1,3,F,,,,,S,E,N,S,0,7,6027
2016,7,337,F,4,,,,S,A,N,S,0,51,2002
2017,1,14,F,,,,,S,E,N,S,0,51,2002
2016,1,23,F,,,,,S,E,N,S,0,201,2004
2014,1,14,F,,,,,S,R,N,S,0,201,2012
2017,1,7,F,,,,,S,A,N,S,0,50,2004
2017,0,1,L,,,,,,,N,,0,,2
2018,0,3,L,,,,,,,N,S,0,1788,7
2017,1,10,F,,,,,S,E,N,S,0,27,10
2017,1,4,F,,,,,S,E,N,S,0,10,5893
2017,1,4,F,,,,,S,R,N,S,0,50,1537
2015,1,7,F,4,,,,S,A,N,S,0,,201
2017,0,4,L,,,,,,,N,S,0,1788,7
2017,1,20,F,4,,,,S,Q,N,S,0,633,2002
2017,1,14,F,4,,,,S,A,N,S,0,5901,2002
2015,1,16,F,,,,,S,E,N,S,0,2012,201
2017,0,2,L,,,,,,,,S,0,2018,429
2017,1,2,F,4,,,,S,A,N,S,0,7,7
2017,0,5,L,,,,,,,N,S,0,1006,51
2017,1,6,F,,,,,S,E,N,S,0,10,5893
2017,1,2,F,4,,,,S,A,N,S,0,,10
2017,0,23,L,,,,,,,N,S,0,50,2004
2015,1,8,F,,,,,S,E,N,S,0,,201
2016,2,90,F,4,,,,S,A,N,S,0,51,5901
2017,1,13,F,4,,,,S,A,N,S,0,50,1793
2017,0,71,L,,,,,,,N,S,0,633,2002
2017,0,2,L,,,,,,,N,S,0,7,3091
2017,1,4,F,,,,,S,E,N,S,0,27,201
2017,0,7,L,,,,,,,,S,0,1006,1835
2017,1,1,F,,,,,S,E,N,,0,,51
2015,1,7,F,4,,,,S,A,N,S,0,2004,50
2017,1,4,F,4,,,,S,A,N,S,0,1,608
2017,1,6,F,4,,,,S,A,N,S,0,1,7
2017,1,24,F,,,,,S,E,N,S,0,50,2004
2017,0,6,L,,,,,,,N,S,0,1986,7
2016,1,6,F,,,,,S,R,N,S,0,2012,201
2018,0,2,L,,,,,,,N,S,0,7,1876
2017,1,6,F,,,,,S,E,N,S,0,7,1788
2017,1,4,F,4,,,,S,A,N,S,0,5893,10
2017,0,9,L,,,,,,,N,S,0,7,2006
2017,1,15,F,,,,,S,E,N,S,0,2012,201
2017,0,3,L,,,,,,,N,S,0,777,5984
2017,1,6,F,4,,,,S,A,N,S,0,7,7
2017,1,6,F,,,,,S,E,N,S,0,2018,10
2017,3,317,F,,,,,N,E,N,S,0,5901,92
2017,1,6,F,4,,,,S,A,N,S,0,50,1793
2014,1,5,F,4,,,,S,A,N,S,0,,201
2017,0,4,L,,,,,,,N,S,0,2018,10
2017,1,21,F,4,,,,S,A,N,S,0,633,2002
2017,0,3,L,,,,,,,N,S,0,10,53
2017,1,6,F,4,,,,S,A,,S,0,51,5901
2017,1,9,F,,,,,S,E,N,S,0,1537,6027
2017,1,15,F,,,,,S,E,,S,0,51,5901
2016,1,10,F,,,,,S,E,N,S,0,27,201
2017,0,23,L,,,,,,,N,S,0,7,2002
2017,1,4,F,,,,,S,E,N,S,0,7,50
2017,0,12,L,,,,,,,N,S,0,1006,5901
